date,us_aqi,us_aqi_max,us_aqi_std,pm2_5,pm10,co,no2,o3,aqi,day_of_week,month,is_weekend,aqi_lag_1d,aqi_lag_3d,aqi_lag_7d,aqi_rolling_3d,aqi_rolling_7d,pm25_rolling_7d,pm10_rolling_7d,co_rolling_7d,aqi_change_1d,aqi_change_3d
2024-06-16,85.14999999999999,90.4,3.675187070068681,27.436666666666667,95.77499999999999,240.32666666666668,1.7066666666666668,52.69,85.14999999999999,6,6,1,83.49583333333334,74.04166666666667,61.083333333333336,83.01388888888887,71.63630952380952,20.17815476190476,74.97160714285714,267.96297619047624,1.6541666666666544,11.10833333333332
2024-06-17,79.12222222222222,80.9,1.3379332417864214,24.197777777777777,90.73,321.3616666666667,6.299444444444444,46.47277777777778,79.12222222222222,0,6,0,85.14999999999999,80.39583333333333,61.77916666666667,82.58935185185184,74.1138888888889,21.508551587301586,79.68029761904761,274.7514285714286,-6.0277777777777715,-1.2736111111111086
2024-06-18,79.45,87.9,4.261659199236237,24.37,105.005,261.60583333333335,3.4958333333333336,47.0875,79.45,1,6,0,79.12222222222222,83.49583333333334,59.95416666666667,81.24074074074075,76.89900793650793,23.002658730158732,86.7035119047619,274.97,0.32777777777778283,-4.045833333333334
2024-06-19,94.2625,105.9,6.449052003134299,32.15833333333333,136.14458333333332,275.3745833333333,4.627083333333333,48.44375,94.2625,2,6,0,79.45,85.14999999999999,56.637499999999996,84.27824074074074,82.27400793650793,25.863194444444446,99.59482142857142,277.5727976190476,14.8125,9.112500000000011
2024-06-20,115.075,139.3,13.628558569990151,41.227916666666665,153.77,325.58,8.071250000000001,56.401666666666664,115.075,3,6,0,94.2625,79.12222222222222,74.04166666666667,96.2625,88.1359126984127,28.686944444444446,110.32440476190474,286.1357738095238,20.8125,35.95277777777778
2024-06-21,119.20833333333333,141.5,12.48365598158916,42.89958333333333,174.0716666666667,396.2316666666666,12.452916666666667,52.1825,119.20833333333333,4,6,0,115.075,79.45,80.39583333333333,109.51527777777778,93.68055555555556,31.2615873015873,122.41553571428572,300.95744047619047,4.133333333333326,39.758333333333326
2024-06-22,106.74166666666667,117.7,6.440423741572793,37.88375,180.88541666666666,425.85583333333335,13.519166666666665,37.745,106.74166666666667,5,6,1,119.20833333333333,94.2625,83.49583333333334,113.675,97.0013888888889,32.88200396825397,133.76880952380952,320.90517857142856,-12.466666666666654,12.479166666666671
2024-06-23,96.63333333333333,109.3,6.58916545924257,33.36083333333333,162.36375,353.8125,9.323333333333332,42.79583333333333,96.63333333333333,6,6,1,106.74166666666667,115.075,85.14999999999999,107.52777777777779,98.64186507936508,33.72831349206349,143.28148809523807,337.11744047619044,-10.108333333333348,-18.441666666666677
2024-06-24,108.18333333333334,118.8,7.096396309374932,38.400416666666665,161.4025,356.03875,9.44125,36.64666666666667,108.18333333333334,0,6,0,96.63333333333333,119.20833333333333,79.12222222222222,103.85277777777777,102.79345238095239,35.757261904761904,153.37755952380954,342.0713095238095,11.550000000000011,-11.024999999999991
2024-06-25,114.575,119.5,3.5874479241789228,41.013333333333335,169.56541666666666,333.50708333333336,7.920000000000001,37.82041666666667,114.575,1,6,0,108.18333333333334,106.74166666666667,79.45,106.46388888888889,107.81130952380953,38.13488095238095,162.6004761904762,352.34291666666667,6.391666666666666,7.833333333333329
2024-06-26,121.08333333333333,137.7,9.618807060928205,43.65291666666667,158.16375,400.6816666666667,11.689583333333333,32.93208333333333,121.08333333333333,2,6,0,114.575,96.63333333333333,94.2625,114.6138888888889,111.64285714285714,39.77696428571428,165.74607142857144,370.2439285714285,6.508333333333326,24.450000000000003
2024-06-27,111.16666666666667,142.2,14.71460873230843,39.61291666666667,131.29875,597.6158333333334,19.53,27.889166666666668,111.16666666666667,3,6,0,121.08333333333333,108.18333333333334,115.075,115.60833333333333,111.08452380952382,39.54625,162.53589285714287,409.1061904761905,-9.916666666666657,2.9833333333333343
2024-06-28,107.60000000000001,151.1,17.701486058962736,38.059999999999995,124.67833333333334,950.1775000000001,30.013333333333335,16.558333333333334,107.60000000000001,4,6,0,111.16666666666667,114.575,119.20833333333333,113.28333333333335,109.42619047619048,38.854880952380945,155.47970238095238,488.24130952380955,-3.566666666666663,-6.974999999999994
2024-06-29,105.96249999999999,161.6,25.006152503803502,37.7425,85.96291666666667,922.3629166666666,32.204166666666666,33.966249999999995,105.96249999999999,5,6,1,107.60000000000001,121.08333333333333,106.74166666666667,108.24305555555556,109.31488095238095,38.83470238095238,141.91934523809525,559.1708928571429,-1.637500000000017,-15.120833333333337
2024-06-30,78.29583333333333,111.2,15.404925219373604,23.632499999999997,40.41458333333333,578.42375,15.462499999999999,54.27,78.29583333333333,6,6,1,105.96249999999999,111.16666666666667,96.63333333333333,97.28611111111111,106.6952380952381,37.444940476190474,124.49803571428572,591.2582142857144,-27.666666666666657,-32.87083333333334
2024-07-01,107.28333333333335,136.9,14.840885555045936,37.77875,98.19583333333333,271.0620833333333,3.2608333333333337,47.1025,107.28333333333335,0,7,0,78.29583333333333,107.60000000000001,108.18333333333334,97.18055555555556,106.56666666666668,37.35613095238096,115.46851190476191,579.1186904761905,28.98750000000001,-0.3166666666666629
2024-07-02,119.94166666666666,130.7,6.450002808672572,43.19083333333333,147.845,290.94958333333335,6.434166666666666,48.71208333333333,119.94166666666666,1,7,0,107.28333333333335,105.96249999999999,114.575,101.84027777777779,107.33333333333333,37.66720238095239,112.36559523809524,573.0390476190477,12.658333333333317,13.979166666666671
2024-07-03,102.05416666666667,116.1,6.9580094084110184,35.882083333333334,141.35833333333332,308.89125,6.896249999999999,40.91833333333333,102.05416666666667,2,7,0,119.94166666666666,78.29583333333333,121.08333333333333,109.75972222222224,104.61488095238097,36.55708333333333,109.96482142857144,559.926130952381,-17.88749999999999,23.75833333333334
